date	likes	retweets	text	username
Wed Jun 13 02:07:03 +0000 2018	7	2	Need help? My staff will be at the Orangevale library tomorrow from 10:00 AM to noon to help you with Social Security and Medicare issues, backlogged veterans' benefits, and so much else. Learn more and RSVP: https://t.co/nP1LCJ785m https://t.co/UAdeosMFr3	RepBera
Sun Jun 10 20:45:04 +0000 2018	23	8	Today we celebrate the 55th anniversary of the Equal Pay Act. This was an important step forward, but we still have a long way to go. That’s why I’m supporting the Paycheck Fairness Act to strengthen the law and keep fighting for Equal Pay for Equal Work. https://t.co/MK7TTHKMPN	RepBera
Sun Jun 10 02:22:59 +0000 2018	16	4	Need help? My staff will be at the Franklin library on Tuesday from 10:00 AM to noon to help you with backlogged veteran’s benefits, Social Security and Medicare issues, and more. Learn more and RSVP: https://t.co/ZUSeCaAAdk https://t.co/wZrtKNrMuG	RepBera
Wed Jun 13 22:33:55 +0000 2018	569	178	Future generations will judge us based on the way we treat those most in need. We must rise to the occasion. My speech on the House floor about my recent visit to McAllen: https://t.co/uWygaU9kOd	RepBetoORourke
Thu Jun 07 21:48:23 +0000 2018	123	31	Very, very grateful to welcome these @iava members to our office this afternoon to talk about the health impacts of burn pit exposure. They do absolutely essential work on behalf of those who have borne the battle for this country. https://t.co/cU7pQfCBUH	RepBetoORourke
Thu Jun 07 21:32:06 +0000 2018	102	34	Really important Veterans Affairs  hearing on the health impacts of burn pit exposure. Need to meet this moment with a real sense of urgency – to care for those who have been exposed and are suffering, and to stop this from happening going forward. https://t.co/XgNh8mPIOW	RepBetoORourke
Thu Jun 07 18:32:53 +0000 2018	104	25	Big thanks to these super impressive students who are part of the @utep School of Pharmacy’s first class! Inspired by your commitment to caring for our communities. Thanks so much for stopping by. https://t.co/QgeSawWbTp	RepBetoORourke
Thu Jun 07 17:39:29 +0000 2018	136	30	Great to see Mary Lou Long and her son Jordan here in DC today! Mary is a nurse at Mesita Elementary School where my kids go — grateful for the work she and school nurses all around El Paso do to keep our kids healthy. https://t.co/I7Pzrt8Y8e	RepBetoORourke
Fri Jun 15 14:50:00 +0000 2018	0	2	ICYMI: My @WTAW1620 segment discussing the denuclearization of North Korea, combating the opioid crisis, tariffs and more https://t.co/t42rwBQ5ST	RepBillFlores
Fri Jun 15 04:15:59 +0000 2018	0	3251	RT @HouseJudiciary: In reviewing this report it is clear the FBI and DOJ withheld relevant text communications between Lisa Page and Peter…	RepBillFlores
Fri Jun 15 04:15:26 +0000 2018	0	680	RT @FoxNews: FBI employees received 'improper' gifts from reporters, routinely leaked to media without authorization, according to the @Jus…	RepBillFlores
Thu Jun 14 21:30:00 +0000 2018	5	2	Happy Flag Day! Our nation’s flag is an enduring symbol whose purpose is to remind us of the devoted sacrifice &amp; bravery for our freedom. https://t.co/onKLjBOR43	RepBillFlores
Thu Jun 14 21:05:03 +0000 2018	0	853	RT @VP: .@POTUS Trump – in his first meeting with the leader of North Korea – got Kim Jong-Un to commit to the full denuclearization of the…	RepBillFlores
Fri Jun 15 17:13:32 +0000 2018	5	2	I’ll just leave this right here and remind everyone that discrimination has no place in our country. https://t.co/phHwT9cgbI. cc: @USOCC	RepBillFoster
Thu Jun 14 21:22:10 +0000 2018	24	2	Proud to stand with my colleagues to make sure our workplace is inclusive and supportive of everyone regardless of their sexual or gender identity. https://t.co/WXVxSEniZ8	RepBillFoster
Wed Jun 13 17:08:15 +0000 2018	31	6	Great to chat with @RobertPicardo and @exploreplanets yesterday on Capitol Hill! Thanks for stopping by to talk about science! https://t.co/yhswsn4dEy	RepBillFoster
Wed Jun 13 16:05:32 +0000 2018	60	15	Great to meet with researchers from @IBM today to discuss quantum computing with a real quantum computer! https://t.co/8sOx0PnrPL	RepBillFoster
Tue Jun 12 19:04:00 +0000 2018	18	6	We all agree a nuclear #NorthKorea threatens our national security. We must look to verifiable criteria to ensure that North Korea is serious about giving up nuclear weapons. Unfortunately, it appears the President walked away with only vague promises. https://t.co/JZU5JCz8Wf	RepBillFoster
Thu Jun 14 14:55:55 +0000 2018	1	1	Over two centuries and thirty-seven stars later, on this #FlagDay, the American flag chosen in Philadelphia in 1777 remains a symbol of freedom and independence around the world. https://t.co/oj8txRj6Mz	RepBillJohnson
Wed Jun 13 17:37:02 +0000 2018	3	1	W/ Debra Hawkins, the Exec. Dir. of Harmony House, Inc. a Child Advocacy Center. She updated me on her center+how it is helping children in E/SE OH that have been abused or the victim of human trafficking. Thank you for your important work. https://t.co/QYkYjEAub6	RepBillJohnson
Wed Jun 13 17:05:37 +0000 2018	0	14	RT @wtaptelevision: Expedia selected Marietta to its annual list of the most beautiful towns in America. https://t.co/XXX8UVjWv2	RepBillJohnson
Tue Jun 12 20:53:50 +0000 2018	9	0	Spoke on the House floor in support of my bipartisan TEACH to Combat Addiction Act (H.R. 5261). It passed in the House, now on to the Senate! @HouseCommerce https://t.co/rWv4543RxI	RepBillJohnson
Tue Jun 12 19:31:40 +0000 2018	6	3	HS students from rural Ohio in D.C. as part of annual Youth Tour w/ Ohio Electric Cooperatives. Spoke with them about public service, importance of voting, and participating in our democracy. https://t.co/XcffWRP1dm	RepBillJohnson
Thu Jun 07 01:30:48 +0000 2018	0	3	RT @Transport: H.R. 8 is trending in Washington on @twitter.  Learn why the bill is truly tend worthy here: https://t.co/cjfeL0uSZr #WRDAWo…	RepBillShuster
Fri Jun 01 15:06:19 +0000 2018	0	2	RT @Transport: Chairman @repbillshuster and @GOPLeader announce that #WRDA will be on the House Floor next week. Read more: https://t.co/ls…	RepBillShuster
Wed May 30 17:37:30 +0000 2018	0	12879	RT @realDonaldTrump: Moments ago, it was my great honor to sign #RightToTry into law! https://t.co/mtPiHsBc1H https://t.co/hFtpyJlV4h	RepBillShuster
Mon May 28 15:06:29 +0000 2018	2	0	Our freedom isn't free, it was paid for by the men and women in uniform who are no longer with us. May God continue to bless the United States and every person who serves it in uniform. #MemorialDay	RepBillShuster
Mon May 28 15:05:46 +0000 2018	3	2	This Memorial Day and every day I am eternally grateful for the Americans who paid the ultimate sacrifice for the freedoms we enjoy and take for granted.	RepBillShuster
