	Unnamed: 0	date	likes	retweets	text	filtered_text
229	229	Sun Jan 21 02:31:28 +0000 2018	0	13097	"RT @FoxNews: .@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…"	RT FoxNews davidwebbshow Lets look at the calendar Its January 20th DACA expires on March 5th That means this was a construct of
230	230	Sun Jan 21 02:31:07 +0000 2018	0	7370	"RT @FoxNews: .@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our country, America…"	RT FoxNews EricTrump People have seen a year thats incredible thats been filled with nothing but the best for our country America
231	231	Sun Jan 21 02:18:51 +0000 2018	46623	6352	Eric Trump on @JudgeJeanine on @FoxNews now!	Eric Trump on JudgeJeanine on FoxNews now
232	232	Sun Jan 21 00:47:40 +0000 2018	154371	31721	The Trump Administration has terminated more UNNECESSARY Regulation, in just twelve months, than any other Administ… https://t.co/SFS1cXtdx5	The Trump Administration has terminated more UNNECESSARY Regulation in just twelve months than any other Administ 
233	233	Sun Jan 21 00:40:18 +0000 2018	0	42322	RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…	RT realDonaldTrump Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger
234	234	Sat Jan 20 22:31:27 +0000 2018	130441	28847	Unprecedented success for our Country, in so many ways, since the Election. Record Stock Market, Strong on Military… https://t.co/S9Vev9LI6r	Unprecedented success for our Country in so many ways since the Election Record Stock Market Strong on Military 
235	235	Sat Jan 20 18:51:24 +0000 2018	208734	53206	Beautiful weather all over our great country, a perfect day for all Women to March. Get out there now to celebrate… https://t.co/0mof82VUry	Beautiful weather all over our great country a perfect day for all Women to March Get out there now to celebrate 
236	236	Sat Jan 20 14:27:54 +0000 2018	168245	44602	Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!	Democrats are holding our Military hostage over their desire to have unchecked illegal immigration Cant let that happen
237	237	Sat Jan 20 11:47:42 +0000 2018	123197	31641	#AMERICA FIRST!	AMERICA FIRST
238	238	Sat Jan 20 11:44:01 +0000 2018	154521	39999	For those asking, the Republicans only have 51 votes in the Senate, and they need 60. That is why we need to win mo… https://t.co/VAQ4O1yYv5	For those asking the Republicans only have 51 votes in the Senate and they need 60 That is why we need to win mo 
239	239	Sat Jan 20 11:33:35 +0000 2018	123591	30398	This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown	This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present DemocratShutdown
240	240	Sat Jan 20 11:17:10 +0000 2018	144541	42322	Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dan… https://t.co/eHAkBL3AjB	Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dan 
241	241	Sat Jan 20 02:28:56 +0000 2018	117140	31201	Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shu… https://t.co/Zs62ydrvwQ	Not looking good for our great Military or Safety amp Security on the very dangerous Southern Border Dems want a Shu 
242	242	Fri Jan 19 22:17:53 +0000 2018	64794	13023	Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military t… https://t.co/EC7lpgkNxk	Excellent preliminary meeting in Oval with SenSchumer  working on solutions for Security and our great Military t 
243	243	Fri Jan 19 20:53:17 +0000 2018	128704	27850	Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wron… https://t.co/20fZau7RFT	Just signed 702 Bill to reauthorize foreign intelligence collection This is NOT the same FISA law that was so wron 
244	244	Fri Jan 19 18:39:50 +0000 2018	96518	24884	Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s… https://t.co/eZL7D5NtYg	Today I was honored and proud to address the 45th Annual March_for_Life You are living witnesses of this years 
245	245	Fri Jan 19 16:28:29 +0000 2018	49551	15525	“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote… https://t.co/UdjOG3Ynvl	Shutting down the government is a very serious thing People die accidents happen I dont know how I would vote 
246	246	Fri Jan 19 16:14:05 +0000 2018	43996	8507	".@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...
https://t.co/0O0VsYXmHB"	WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney
247	247	Fri Jan 19 12:04:47 +0000 2018	110565	25911	Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass… https://t.co/xK33TIW16o	Government Funding Bill past last night in the House of Representatives Now Democrats are needed if it is to pass 
248	248	Thu Jan 18 23:39:53 +0000 2018	101699	20274	House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!	House of Representatives needs to pass Government Funding Bill tonight So important for our country  our Military needs it
249	249	Thu Jan 18 21:04:36 +0000 2018	103236	26070	AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the o… https://t.co/VYcBBrQ3pG	AMERICA will once again be a NATION that thinks big dreams bigger and always reaches for the stars YOU are the o 
250	250	Thu Jan 18 20:45:33 +0000 2018	75795	15226	Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world t… https://t.co/hig8AOxDFs	Departing Pittsburgh now where it was my great honor to stand with our incredible workers and to show the world t 
251	251	Thu Jan 18 13:49:11 +0000 2018	90554	21777	A government shutdown will be devastating to our military...something the Dems care very little about!	A government shutdown will be devastating to our militarysomething the Dems care very little about
252	252	Thu Jan 18 13:37:24 +0000 2018	62537	12015	CHIP should be part of a long term solution, not a 30 Day, or short term, extension!	CHIP should be part of a long term solution not a 30 Day or short term extension
253	253	Thu Jan 18 13:16:26 +0000 2018	123595	29073	We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of dr… https://t.co/wlyEE41v2w	We need the Wall for the safety and security of our country We need the Wall to help stop the massive inflow of dr 
254	254	Thu Jan 18 12:53:17 +0000 2018	85330	17165	Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Sp… https://t.co/zPK4tKI6Vp	Will be going to Pennsylvania today in order to give my total support to RICK SACCONE running for Congress in a Sp 
255	255	Thu Jan 18 11:25:03 +0000 2018	111915	28048	....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a… https://t.co/J09b17pLIi	The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a 
256	256	Thu Jan 18 11:15:25 +0000 2018	94302	21527	The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of neces… https://t.co/3UJscR3WGL	The Wall is the Wall it has never changed or evolved from the first day I conceived of it Parts will be of neces 
257	257	Thu Jan 18 01:11:26 +0000 2018	178540	39827	ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much mor… https://t.co/pXV43doqxa	ISIS is in retreat our economy is booming investments and jobs are pouring back into the country and so much mor 
258	258	Thu Jan 18 01:05:46 +0000 2018	111976	22361	Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD N… https://t.co/XtmYEpRDAu	Despite some very corrupt and dishonest media coverage there are many great reporters I respect and lots of GOOD N 
259	259	Thu Jan 18 01:00:05 +0000 2018	111922	41233	"And the FAKE NEWS winners are...
https://t.co/59G6x2f7fD"	And the FAKE NEWS winners are
260	260	Wed Jan 17 23:36:44 +0000 2018	68000	15567	Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOL… https://t.co/NzP72Zarmr	Main Street is BACK Strongest Holiday Sales bump since the Great Recession  beating forecasts by BILLIONS OF DOL 
261	261	Wed Jan 17 23:32:58 +0000 2018	98942	24614	During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I… https://t.co/OQ1fA6odh7	During the campaign I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country I 
262	262	Wed Jan 17 23:28:30 +0000 2018	92130	24342	I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United S… https://t.co/aWutB2fro3	I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United S 
263	263	Wed Jan 17 23:19:02 +0000 2018	74997	15496	Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our f… https://t.co/svBhsLy1By	Today we witnessed an incredible moment in history  the presentation of Congress highest civilian honor to our f 
264	264	Wed Jan 17 13:04:46 +0000 2018	54370	6725	Eric Trump on @foxandfriends  now!	Eric Trump on foxandfriends  now
265	265	Tue Jan 16 23:20:10 +0000 2018	81550	19013	....we need to keep America safe, including moving away from a random chain migration and lottery system, to one th… https://t.co/wMQB8vJ3Cs	we need to keep America safe including moving away from a random chain migration and lottery system to one th 
266	266	Tue Jan 16 23:19:39 +0000 2018	99833	25758	New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-b… https://t.co/9F2yHphpOi	New report from DOJ amp DHS shows that nearly 3 in 4 individuals convicted of terrorismrelated charges are foreignb 
267	267	Tue Jan 16 20:17:39 +0000 2018	55964	9931	Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax	Today it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the WhiteHouse 
268	268	Tue Jan 16 19:43:32 +0000 2018	73735	19530	“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” https://t.co/bD3R2dJfyp	President Donald J Trump Proclaims January 16 2018 as Religious Freedom Day 
269	269	Tue Jan 16 14:30:00 +0000 2018	113040	28072	Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubl… https://t.co/T5tmchLiz8	Unemployment for Black Americans is the lowest ever recorded Trump approval ratings with Black Americans has doubl 
270	270	Tue Jan 16 14:24:40 +0000 2018	73068	16208	“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends	90 of Trump 2017 news coverage was negative and much of it contrivedfoxandfriends
271	271	Tue Jan 16 14:19:46 +0000 2018	111387	26338	Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but r… https://t.co/8kZJQ8SQZe	Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news but r 
272	272	Tue Jan 16 14:07:38 +0000 2018	100132	23788	The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be… https://t.co/Kv8aUAd3gD	The Democrats want to shut down the Government over Amnesty for all and Border Security The biggest loser will be 
273	273	Tue Jan 16 13:54:02 +0000 2018	117276	24907	We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and… https://t.co/QH1uNnvCOq	We must have Security at our VERY DANGEROUS SOUTHERN BORDER and we must have a great WALL to help protect us and 
274	274	Tue Jan 16 00:55:35 +0000 2018	0	30125	RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…	RT realDonaldTrump Senator Dicky Durbin totally misrepresented what was said at the DACA meeting Deals cant get made when there is no t
275	275	Tue Jan 16 00:53:38 +0000 2018	0	27613	RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed m…	RT realDonaldTrump DACA is probably dead because the Democrats dont really want it they just want to talk and take desperately needed m
276	276	Tue Jan 16 00:53:19 +0000 2018	0	39422	RT @realDonaldTrump: I, as President, want people coming into our Country who are going to help us become strong and great again, people co…	RT realDonaldTrump I as President want people coming into our Country who are going to help us become strong and great again people co
277	277	Tue Jan 16 00:52:48 +0000 2018	0	19068	RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…	RT realDonaldTrump big unnecessary regulation cuts made it all possible among many other things President Trump reversed the poli
278	278	Tue Jan 16 00:52:43 +0000 2018	0	25042	RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…	RT realDonaldTrump President Trump is not getting the credit he deserves for the economy Tax Cut bonuses to more than 2000000 workers
279	279	Tue Jan 16 00:50:19 +0000 2018	0	13799	RT @EricTrump: I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2%…	RT EricTrump I will be always be incredibly proud of my work for StJude raising 163 million dollars over the last 10 years at a 92
280	280	Tue Jan 16 00:48:04 +0000 2018	0	8882	RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa	RT EricTrump MakeAmericaGreatAgain  
281	281	Tue Jan 16 00:47:59 +0000 2018	0	2680	RT @Heritage: We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and…	RT Heritage We had a special visitor yesterday IvankaTrump thank you for meeting with KayColesJames spending time with our team and
282	282	Mon Jan 15 20:28:15 +0000 2018	117412	30125	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is n… https://t.co/YaPbD8cjHe	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting Deals cant get made when there is n 
283	283	Mon Jan 15 16:01:11 +0000 2018	0	21396	"RT @WhiteHouse: ""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched i…"	RT WhiteHouse Dr Kings dream is our dream It is the American Dream Its the promise stitched into the fabric of our Nation etched i
284	284	Mon Jan 15 13:02:22 +0000 2018	112964	23516	...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, A… https://t.co/Q3BJnCHTLv	to stop drugs they want to take money away from our military which we cannot do My standard is very simple A 
285	285	Mon Jan 15 12:57:43 +0000 2018	94347	22086	Statement by me last night in Florida: “Honestly, I don’t think the Democrats want to make a deal. They talk about… https://t.co/L3CS8EO9D9	Statement by me last night in Florida Honestly I dont think the Democrats want to make a deal They talk about 
286	286	Sun Jan 14 13:59:35 +0000 2018	88289	19068	...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the p… https://t.co/wnLrQrTsWp	big unnecessary regulation cuts made it all possible among many other things President Trump reversed the p 
287	287	Sun Jan 14 13:50:14 +0000 2018	111793	25042	“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 work… https://t.co/0US33d7EuY	President Trump is not getting the credit he deserves for the economy Tax Cut bonuses to more than 2000000 work 
288	288	Sun Jan 14 13:19:06 +0000 2018	160982	39422	I, as President, want people coming into our Country who are going to help us become strong and great again, people… https://t.co/IkpH8hauTL	I as President want people coming into our Country who are going to help us become strong and great again people 
289	289	Sun Jan 14 13:09:09 +0000 2018	121752	27613	DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately neede… https://t.co/gZRLa3KopW	DACA is probably dead because the Democrats dont really want it they just want to talk and take desperately neede 
290	290	Sun Jan 14 13:04:18 +0000 2018	0	34261	RT @realDonaldTrump: So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They prom…	RT realDonaldTrump So much Fake News is being reported They dont even try to get it right or correct it when they are wrong They prom
291	291	Sun Jan 14 13:01:44 +0000 2018	83226	16461	...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!	and they knew exactly what I said and meant They just wanted a story FAKE NEWS
292	292	Sun Jan 14 12:58:43 +0000 2018	95867	22395	The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Kor… https://t.co/ZvyN9rhbFn	The Wall Street Journal stated falsely that I said to them I have a good relationship with Kim Jong Un of N Kor 
293	293	Sun Jan 14 03:50:18 +0000 2018	0	15657	RT @paulsperry_: https://t.co/aU1rdyKA1W	RT paulsperry_ 
294	294	Sun Jan 14 03:49:56 +0000 2018	0	10295	"RT @paulsperry_: Fusion GPS, firm behind disputed Russia dossier, retracts its claim of FBI mole in Trump camp
https://t.co/s6CFPXSVqb"	RT paulsperry_ Fusion GPS firm behind disputed Russia dossier retracts its claim of FBI mole in Trump camp
295	295	Sun Jan 14 03:45:45 +0000 2018	0	23213	"RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. 

Here's a video of Dick Durbin calling for an end to…"	RT JackPosobiec Dick Durbin called Trump racist for wanting to end chain migration Heres a video of Dick Durbin calling for an end to
296	296	Sun Jan 14 03:42:07 +0000 2018	0	18127	RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…	RT LouDobbs The stock market has gained an incredible 78 Trillion dollars in market value since POTUS was elected Looks like 4 econom
297	297	Sat Jan 13 22:08:34 +0000 2018	147115	34261	So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They p… https://t.co/O5Mqd6avqH	So much Fake News is being reported They dont even try to get it right or correct it when they are wrong They p 
298	298	Sat Jan 13 14:20:01 +0000 2018	123894	26980	I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time… https://t.co/K5o4njHvXx	I dont believe the Democrats really want to see a deal on DACA They are all talk and no action This is the time 
299	299	Sat Jan 13 13:14:20 +0000 2018	151704	37063	AMERICA FIRST!	AMERICA FIRST
300	300	Sat Jan 13 13:14:03 +0000 2018	103732	21605	The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!	The Democrats are all talk and no action They are doing nothing to fix DACA Great opportunity missed Too bad
301	301	Sat Jan 13 13:13:12 +0000 2018	117154	24256	Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA,… https://t.co/0BKC8RejRA	Yesterday was a big day for the stock market Jobs are coming back to America Chrysler is coming back to the USA 
302	302	Fri Jan 12 17:56:18 +0000 2018	108555	26177	Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage… https://t.co/HMoyGfAZLJ	Today it was my great honor to proclaim January 15 2018 as Martin Luther King Jr Federal Holiday I encourage 
303	303	Fri Jan 12 13:48:49 +0000 2018	137550	35968	Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Nev… https://t.co/HivKR2wF8g	Never said anything derogatory about Haitians other than Haiti is obviously a very poor and troubled country Nev 
304	304	Fri Jan 12 12:50:00 +0000 2018	124009	31603	Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fa… https://t.co/jivCaE5vpb	Sadly Democrats want to stop paying our troops and government workers in order to give a sweetheart deal not a fa 
305	305	Fri Jan 12 12:28:58 +0000 2018	102893	24349	The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough wa… https://t.co/8PvNzf41G4	The language used by me at the DACA meeting was tough but this was not the language used What was really tough wa 
306	306	Fri Jan 12 12:20:32 +0000 2018	91541	22686	....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The… https://t.co/YzEuBuYGrs	Because of the Democrats not being interested in life and safety DACA has now taken a big step backwards The 
307	307	Fri Jan 12 12:09:58 +0000 2018	109477	24089	....countries which are doing badly. I want a merit based system of immigration and people who will help take our c… https://t.co/QfbeeEN6qP	countries which are doing badly I want a merit based system of immigration and people who will help take our c 
308	308	Fri Jan 12 11:59:02 +0000 2018	83368	21386	The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen… https://t.co/5s50JXBumv	The socalled bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen 
309	309	Fri Jan 12 04:57:57 +0000 2018	123886	29420	Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the… https://t.co/9crSrOBXme	Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the 
310	310	Fri Jan 12 04:42:25 +0000 2018	121866	29181	The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousa… https://t.co/D0kxlMJhLq	The Democrats seem intent on having people and drugs pour into our country from the Southern Border risking thousa 
311	311	Fri Jan 12 03:01:20 +0000 2018	98514	22701	Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization… https://t.co/02erkjcPHU	Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization 
312	312	Fri Jan 12 02:53:05 +0000 2018	114829	25722	Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysl… https://t.co/yxTLic66pf	Chrysler is moving a massive plant from Mexico to Michigan reversing a years long opposite trend Thank you Chrysl 
313	313	Fri Jan 12 02:49:56 +0000 2018	73107	19012	More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1… https://t.co/K7893jxDWC	More great news as a result of historical Tax Cuts and Reform Fiat Chrysler announces plan to invest more than 1 
314	314	Fri Jan 12 02:47:17 +0000 2018	68026	13154	Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!	Small Business Poll has highest approval numbers in the polls history All business is just at the beginning of something really special
315	315	Fri Jan 12 02:43:56 +0000 2018	75800	15385	Thank you Adam Levine, The Federalist, in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.”	Thank you Adam Levine The Federalist in interview on foxandfriends  Donald Trump is the greatest President our Country has ever seen
316	316	Thu Jan 11 23:27:03 +0000 2018	59089	13641	Yesterday, I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs… https://t.co/7gjyeEu1HY	Yesterday I signed the INTERDICTAct HR 2142 with bipartisan members of Congress to help end the flow of drugs 
317	317	Thu Jan 11 15:37:54 +0000 2018	62256	14987	Great news, as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl	Great news as a result of our TAX CUTS amp JOBS ACT 
318	318	Thu Jan 11 14:14:51 +0000 2018	60346	12272	With that being said, I have personally directed the fix to the unmasking process since taking office and today’s v… https://t.co/yvJkaKTGEr	With that being said I have personally directed the fix to the unmasking process since taking office and todays v 
319	319	Thu Jan 11 13:11:46 +0000 2018	84045	15993	“45 year low in illegal immigration this year.” @foxandfriends	45 year low in illegal immigration this year foxandfriends
320	320	Thu Jan 11 12:33:21 +0000 2018	72026	17017	“House votes on controversial FISA ACT today.” This is the act that may have been used, with the help of the discre… https://t.co/PMLpbrd3pp	House votes on controversial FISA ACT today This is the act that may have been used with the help of the discre 
321	321	Thu Jan 11 11:43:59 +0000 2018	96281	21072	In new Quinnipiac Poll, 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.	In new Quinnipiac Poll 66 of people feel the economy is Excellent or Good That is the highest number ever recorded by this poll
322	322	Thu Jan 11 11:33:06 +0000 2018	82312	23042	Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the… https://t.co/5nl0H317BJ	Disproven and paid for by Democrats Dossier used to spy on Trump Campaign Did FBI use Intel tool to influence the 
323	323	Thu Jan 11 04:29:02 +0000 2018	175469	36239	Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and… https://t.co/p9dtyrd5Be	Good news Toyota and Mazda announce giant new Huntsville Alabama plant which will produce over 300000 cars and 
324	324	Wed Jan 10 23:37:41 +0000 2018	89373	22754	Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announc… https://t.co/aEV6VyZOMH	Cutting taxes and simplifying regulations makes America the place to invest Great news as Toyota and Mazda announc 
325	325	Wed Jan 10 23:07:48 +0000 2018	68806	15574	The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. T… https://t.co/1BWcwPlyu2	The United States needs the security of the Wall on the Southern Border which must be part of any DACA approval T 
326	326	Wed Jan 10 21:31:30 +0000 2018	50522	9469	Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend a… https://t.co/mWiclVf7KA	Today it was my great honor to welcome Prime Minister Erna Solberg of Norway to the WhiteHouse  a great friend a 
327	327	Wed Jan 10 20:08:37 +0000 2018	56005	11802	I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievem… https://t.co/XgDJxgWCnx	I want to thank my Cabinet for working tirelessly on behalf of our country 2017 was a year of monumental achievem 
328	328	Wed Jan 10 15:14:15 +0000 2018	118650	28450	The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems… https://t.co/j7rc1QKCLw	The single greatest Witch Hunt in American history continues There was no collusion everybody including the Dems 
329	329	Wed Jan 10 15:00:29 +0000 2018	91681	22401	The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has… https://t.co/o5FAEfhS7N	The fact that Sneaky Dianne Feinstein who has on numerous occasions stated that collusion between TrumpRussia has 
330	330	Wed Jan 10 14:11:13 +0000 2018	107542	26344	It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) al… https://t.co/sXFgY5c11s	It just shows everyone how broken and unfair our Court System is when the opposing side in a case such as DACA al 
331	331	Wed Jan 10 04:23:58 +0000 2018	59962	13648	.@ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to k… https://t.co/yN90uqG6z8	ICEgov HSI agents and ERO officers on behalf of an entire Nation THANK YOU for what you are doing 247365 to k 
332	332	Wed Jan 10 03:48:26 +0000 2018	51867	11717	Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are #MAGA🇺🇸 https://t.co/QaxtqpyXTR	Thank you GOPLeader Kevin McCarthy Couldnt agree wyou more TOGETHER we are MAGA 
333	333	Wed Jan 10 00:16:57 +0000 2018	122674	24195	As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.	As I made very clear today our country needs the security of the Wall on the Southern Border which must be part of any DACA approval
334	334	Tue Jan 09 23:59:38 +0000 2018	0	11527	RT @Scavino45: “Utilities cutting rates, cite benefits of Trump tax reform” https://t.co/u19JMs4Bsr	RT Scavino45 Utilities cutting rates cite benefits of Trump tax reform 
335	335	Tue Jan 09 23:07:09 +0000 2018	81799	19257	Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they… https://t.co/LuZk37y8SI	Today it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they 
336	336	Tue Jan 09 22:51:50 +0000 2018	57934	11645	Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform.… https://t.co/xs0FXqhkVF	Thanks to all of the Republican and Democratic lawmakers for todays very productive meeting on immigration reform 
337	337	Tue Jan 09 20:17:17 +0000 2018	73331	17147	It was my great honor to sign H.R. 267, the “Martin Luther King, Jr. National Historical Park Act,” which redesigna… https://t.co/n68lkuvsWe	It was my great honor to sign HR 267 the Martin Luther King Jr National Historical Park Act which redesigna 
338	338	Tue Jan 09 17:11:23 +0000 2018	112335	26656	On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United… https://t.co/280ORusJ3N	On behalf of the American people THANK YOU to our incredible law enforcement officers As President of the United 
339	339	Mon Jan 08 23:19:47 +0000 2018	104662	21912	We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and… https://t.co/f8u0wFpaHI	We are fighting for our farmers for our country and for our GREAT AMERICAN FLAG We want our flag respected  and 
340	340	Mon Jan 08 22:59:37 +0000 2018	80813	17671	In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs,… https://t.co/biAoH3zNuZ	In every decision we make we are honoring Americas PROUD FARMING LEGACY Years of crushing taxes crippling regs 
341	341	Mon Jan 08 22:58:13 +0000 2018	57658	11480	We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US.… https://t.co/KgNbFtg7XB	We have been working every day to DELIVER for Americas Farmers just as they work every day to deliver FOR US 
342	342	Mon Jan 08 19:06:40 +0000 2018	54213	10162	Can’t wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federation’s Annua… https://t.co/UxBD2DBv2G	Cant wait to be back in the amazing state of Tennessee to address the 99th American FarmBureau Federations Annua 
343	343	Mon Jan 08 14:20:25 +0000 2018	131725	34474	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a… https://t.co/1SJ1vHcqfI	African American unemployment is the lowest ever recorded in our country The Hispanic unemployment rate dropped a 
